State Label;State Code;District;Name;Chamber;Party
Virginia;51;1;Wittman, Robert J.;Representative;Republican
Washington;53;10;Heck, Denny;Representative;Democratic
Washington;53;9;Smith, Adam;Representative;Democratic
Washington;53;5;McMorris Rodgers, Cathy;Representative;Republican
Washington;53;2;Larsen, Rick;Representative;Democratic
Washington;53;4;Newhouse, Dan;Representative;Republican
Washington;53;1;DelBene, Suzan K.;Representative;Democratic
Washington;53;3;Herrera Beutler, Jaime;Representative;Republican
Washington;53;7;Jayapal, Pramila;Representative;Democratic
Washington;53;0;Murray, Patty;Senator;Democratic
Washington;53;8;Reichert, David G.;Representative;Republican
Washington;53;0;Cantwell, Maria;Senator;Democratic
Washington;53;6;Kilmer, Derek;Representative;Democratic
West Virginia;54;0;Capito, Shelley Moore;Senator;Republican
West Virginia;54;1;McKinley, David B.;Representative;Republican
West Virginia;54;2;Mooney, Alexander X.;Representative;Republican
West Virginia;54;0;Manchin, Joe, III;Senator;Democratic
West Virginia;54;3;Jenkins, Evan H.;Representative;Republican
Wisconsin;55;3;Kind, Ron;Representative;Democratic
Wisconsin;55;0;Baldwin, Tammy;Senator;Democratic
Wisconsin;55;2;Pocan, Mark;Representative;Democratic
Wisconsin;55;5;Sensenbrenner, F. James, Jr.;Representative;Republican
Wisconsin;55;1;Ryan, Paul;Representative;Republican
Wisconsin;55;7;Duffy, Sean P.;Representative;Republican
Wisconsin;55;4;Moore, Gwen;Representative;Democratic
Wisconsin;55;6;Grothman, Glenn;Representative;Republican
Wisconsin;55;0;Johnson, Ron;Senator;Republican
Wisconsin;55;8;Gallagher, Mike;Representative;Republican
Wyoming;56;0;Enzi, Michael B.;Senator;Republican
Wyoming;56;0;Cheney, Liz;Representative;Republican
Wyoming;56;0;Barrasso, John;Senator;Republican
